"","X.1","X","time","DOYtime","flux","soilT_T","VSM_T","doy","DAMM13","predict13"
"123",123,123,"2013-04-23 10",113.436806,31.872,5.12,0.24,113,33.8053225140707,8.25146313100146
"124",124,124,"2013-04-23 11",113.46181,19.77,5.2,0.24,113,34.1101340281577,9.00689475651393
"125",125,125,"2013-04-23 12",113.519096666667,28.5666666666667,5.2,0.24,113,34.1101340281577,9.00689475651393
"126",126,126,"2013-04-23 13",113.561806,29.972,5.26,0.24,113,34.3404286866578,9.5734684756483
"127",127,127,"2013-04-23 14",113.58681,23.96,5.3,0.24,113,34.4947660379841,9.95118428840455
"128",128,128,"2013-04-23 15",113.644096666667,29.5716666666667,5.35,0.24,113,34.6886006928588,10.4233290543498
"129",129,129,"2013-04-23 16",113.686806,28.568,5.4,0.24,113,34.8834543785604,10.8954738202952
"130",130,130,"2013-04-23 17",113.71181,22.34,5.4,0.24,113,34.8834543785604,10.8954738202952
"131",131,131,"2013-04-23 18",113.769096666667,30.475,5.4,0.24,113,34.8834543785604,10.8954738202952
"132",132,132,"2013-04-23 19",113.811806,30.854,5.3,0.24,113,34.4947660379841,9.95118428840455
"133",133,133,"2013-04-23 20",113.83681,26.26,5.3,0.24,113,34.4947660379841,9.95118428840455
"134",134,134,"2013-04-23 21",113.894096666667,29.4333333333333,5.28333333333333,0.24,113,34.4303800808217,9.79380269975607
"135",135,135,"2013-04-23 22",113.936806,29.354,5.24,0.24,113,34.263502599601,9.38461056927019
"136",136,136,"2013-04-23 23",113.96181,25.96,5.2,0.24,113,34.1101340281577,9.00689475651393
"137",137,137,"2013-04-24 00",114.0173625,26.275,5.2,0.24,114,34.1101340281577,9.00689475651393
"138",138,138,"2013-04-24 01",114.061806,28.094,5.12,0.24,114,33.8053225140707,8.25146313100146
"139",139,139,"2013-04-24 02",114.08681,22.48,5.1,0.24,114,33.7295189852185,8.06260522462333
"140",140,140,"2013-04-24 03",114.144096666667,28.5866666666667,5.1,0.24,114,33.7295189852185,8.06260522462333
"141",141,141,"2013-04-24 04",114.186806,31.118,5.12,0.24,114,33.8053225140707,8.25146313100146
"142",142,142,"2013-04-24 05",114.21181,32.33,5.2,0.24,114,34.1101340281577,9.00689475651393
"143",143,143,"2013-04-24 06",114.265278,31.306,5.1,0.24,114,33.7295189852185,8.06260522462333
"144",144,144,"2013-04-24 07",114.311806,32.158,5.1,0.24,114,33.7295189852185,8.06260522462333
"145",145,145,"2013-04-24 11",114.49306,30.84,5.6,0.24,114,35.673159284699,12.7840528840764
"146",146,146,"2013-04-24 12",114.519096666667,38.2116666666667,6,0.24,114,37.3030168265443,16.5612110116388
"147",147,147,"2013-04-24 13",114.561806,48.8,6.86,0.24,114,41.0460498794764,24.6821009858981
"148",148,148,"2013-04-24 14",114.58681,44.85,7.3,0.24,114,43.0942637248386,28.8369749262168
"149",149,149,"2013-04-24 15",114.644096666667,66.9666666666667,8.75,0.24,114,50.5411130001346,42.5291731386307
"150",150,150,"2013-04-24 16",114.686806,56.064,9.32,0.24,114,53.7852159184023,47.9116234704072
"151",151,151,"2013-04-24 17",114.71181,38.16,9.4,0.24,114,54.2558046932218,48.6670550959197
"152",152,152,"2013-04-24 18",114.769096666667,50.145,9.6,0.24,114,55.4491731656451,50.5556341597009
"153",153,153,"2013-04-24 19",114.811806,47.47,9.54,0.24,114,55.0886105547726,49.9890604405665
"154",154,154,"2013-04-24 20",114.83681,39.98,9.5,0.24,114,54.8494545738634,49.6113446278103
"155",155,155,"2013-04-24 21",114.894096666667,42.82,9.26666666666667,0.23,114,50.6060118284364,42.829104098836
"156",156,156,"2013-04-24 22",114.936806,42.966,9.1,0.23,114,49.6947357236136,41.2552882123516
"157",157,157,"2013-04-24 23",114.96181,37.42,9,0.23,114,49.1553591729565,40.310998680461
"158",158,158,"2013-04-25 00",115.015278,40.466,8.8,0.23,115,48.0929884780293,38.4224196166798
"159",159,159,"2013-04-25 01",115.061806,33.968,8.66,0.23,115,47.362146251815,37.1004142720329
"160",160,160,"2013-04-25 02",115.08681,23.81,8.6,0.23,115,47.0521187165484,36.5338405528986
"161",161,161,"2013-04-25 03",115.144096666667,46.0183333333333,8.48333333333333,0.233333333333333,115,47.3561439939943,36.9584688616581
"162",162,162,"2013-04-25 04",115.186806,45.054,8.38,0.24,115,48.5342328274304,39.0353018706354
"163",163,163,"2013-04-25 05",115.21181,31.94,8.3,0.24,115,48.1102273001704,38.2798702451229
"164",164,164,"2013-04-25 06",115.269096666667,45.4916666666667,8.05,0.24,115,46.8074311480424,35.9191464153964
"165",165,165,"2013-04-25 07",115.311806,40.894,7.82,0.24,115,45.6380705020949,33.747280492048
"166",166,166,"2013-04-25 08",115.33681,29.15,7.7,0.24,115,45.038872027106,32.6141330537792
"167",167,167,"2013-04-25 09",115.394096666667,33.925,7.5,0.24,115,44.0565327403909,30.725553989998
"168",168,168,"2013-04-25 10",115.436806,30.508,7.52,0.24,115,44.1538571563917,30.9144118963761
"169",169,169,"2013-04-25 11",115.46181,21.76,7.5,0.24,115,44.0565327403909,30.725553989998
"170",170,170,"2013-04-25 12",115.519096666667,41.9083333333333,7.76666666666667,0.24,115,45.3708454013743,33.243659408373
"171",171,171,"2013-04-25 13",115.561806,47.17,8.4,0.24,115,48.6407789128035,39.2241597770135
"172",172,172,"2013-04-25 14",115.58681,45.9,8.7,0.24,115,50.2654503655383,42.0570283726854
"173",173,173,"2013-04-25 15",115.644096666667,61.545,9.63333333333333,0.24,115,55.650437894326,50.8703973369977
"174",174,174,"2013-04-25 16",115.686806,52.43,9.9,0.24,115,57.2853190092948,53.3885027553727
"175",175,175,"2013-04-25 17",115.71181,46.09,10,0.24,115,57.9098927674293,54.3327922872633
"176",176,176,"2013-04-25 18",115.769096666667,59.9533333333333,9.78333333333333,0.24,115,56.5646103091701,52.2868316348336
"177",177,177,"2013-04-25 19",115.811806,56.196,9.54,0.24,115,55.0886105547726,49.9890604405665
"178",178,178,"2013-04-25 20",115.83681,51.09,9.5,0.24,115,54.8494545738634,49.6113446278103
"179",179,179,"2013-04-25 21",115.894096666667,50.94,8.98333333333333,0.24,115,51.8463331792378,44.7325153797087
"180",180,180,"2013-04-25 22",115.936806,45.892,8.62,0.24,115,49.8273129042357,41.3015967471729
"181",181,181,"2013-04-25 23",115.96181,45.22,8.5,0.24,115,49.1767983695866,40.1684493089041
"182",182,182,"2013-04-26 00",116.019096666667,49.3,8.01666666666667,0.24,116,46.6362396123413,35.6043832380995
"183",183,183,"2013-04-26 01",116.061806,44.604,7.72,0.24,116,45.1382247039947,32.8029909601574
"184",184,184,"2013-04-26 02",116.08681,40.56,7.6,0.24,116,44.5451695025702,31.6698435218886
"185",185,185,"2013-04-26 03",116.144096666667,43.605,7.21666666666667,0.24,116,42.6991509234032,28.0500669829747
"186",186,186,"2013-04-26 04",116.1848975,39.2725,6.975,0.24,116,41.5724026290677,25.7680339475723
"187",187,187,"2013-04-26 05",116.21181,39.27,6.9,0.24,116,41.2284178349188,25.0598167986544
"188",188,188,"2013-04-26 06",116.271528,40.424,6.54,0.24,116,39.6140405286962,21.6603744838481
"189",189,189,"2013-04-26 07",116.311806,33.378,6.36,0.24,116,38.8292158966105,19.960653326445
"190",190,190,"2013-04-26 08",116.33681,29.2,6.3,0.24,116,38.570857350824,19.3940796073107
"191",191,191,"2013-04-26 09",116.394096666667,38.8516666666667,6.35,0.23,116,36.7060851592572,15.2873260853598
"192",192,192,"2013-04-26 10",116.436806,36.952,6.58,0.23,116,37.6566283133457,17.4591920087082
"193",193,193,"2013-04-26 11",116.46181,25,6.7,0.23,116,38.161658947179,18.5923394469769
"194",194,194,"2013-04-26 12",116.519096666667,40.56,7.18333333333333,0.23,116,40.2606762116237,23.1564055177815
"195",195,195,"2013-04-26 13",116.561806,45.162,7.78,0.23,116,43.0008603928087,28.7906663913955
"196",196,196,"2013-04-26 14",116.58681,43.16,8,0.23,116,44.0545048694849,30.8681033615549
"197",197,197,"2013-04-26 15",116.644096666667,50.19,8.7,0.23,116,47.5698914280203,37.4781300847892
"198",198,198,"2013-04-26 16",116.686806,51.866,8.88,0.23,116,48.5153337534173,39.1778512421923
"199",199,199,"2013-04-26 17",116.71181,40.03,9,0.23,116,49.1553591729565,40.310998680461
"200",200,200,"2013-04-26 18",116.769096666667,51.815,9.08333333333333,0.23,116,49.6044570065822,41.0979066237032
"201",201,201,"2013-04-26 19",116.811806,47.006,8.98,0.23,116,49.0481428863231,40.1221407740829
"202",202,202,"2013-04-26 20",116.83681,32.28,8.9,0.23,116,48.6214606501443,39.3667091485704
"203",203,203,"2013-04-26 21",116.894096666667,63.2683333333333,8.68333333333333,0.23,116,47.4832275953694,37.3207484961407
"204",204,204,"2013-04-26 22",116.9348975,53.9525,8.525,0.23,116,46.66725297971,35.8256234039806
"205",205,205,"2013-04-26 23",116.96181,51.27,8.4,0.23,116,46.0323453789793,34.6452614891173
"206",206,206,"2013-04-27 00",117.019096666667,51.3766666666667,7.98333333333333,0.23,117,43.9738456437524,30.7107217729064
"207",207,207,"2013-04-27 01",117.061806,46.564,7.72,0.23,117,42.7176208072878,28.2240926722612
"208",208,208,"2013-04-27 02",117.08681,38.83,7.6,0.23,117,42.1563690660336,27.0909452339924
"209",209,209,"2013-04-27 03",117.144096666667,46.8766666666667,7.2,0.23,117,40.3349470060849,23.31378710643
"210",210,210,"2013-04-27 04",117.186806,42.744,6.98,0.23,117,39.3648138376762,21.2363501362706
"211",211,211,"2013-04-27 05",117.21181,36.3,6.9,0.23,117,39.0174831000967,20.4809185107582
"212",212,212,"2013-04-27 06",117.269096666667,43.5766666666667,6.48333333333333,0.23,117,37.2543530235987,16.5463787945472
"213",213,213,"2013-04-27 07",117.3133675,38.69,6.325,0.23,117,36.6041291736516,15.0512537023871
"214",214,214,"2013-04-27 08",117.33681,29.28,6.3,0.23,117,36.5024382179273,14.8151813194145
"215",215,215,"2013-04-27 09",117.394096666667,39.505,6.35,0.23,117,36.7060851592572,15.2873260853598
"216",216,216,"2013-04-27 10",117.436806,36.092,6.68,0.23,117,38.0770494624432,18.4034815405988
"217",217,217,"2013-04-27 11",117.46181,29.8,6.8,0.23,117,38.5873512849625,19.5366289788675
"218",218,218,"2013-04-27 12",117.519096666667,42.5216666666667,7.31666666666667,0.23,117,40.8584424621056,24.4154582269691
"219",219,219,"2013-04-27 13",117.561806,43.914,7.78,0.23,117,43.0008603928087,28.7906663913955
"220",220,220,"2013-04-27 14",117.58681,41.55,8,0.23,117,44.0545048694849,30.8681033615549
"221",221,221,"2013-04-27 15",117.644096666667,59.825,8.83333333333333,0.23,117,48.2685461123282,38.7371827939766
"222",222,222,"2013-04-27 16",117.686806,53.81,9.26,0.23,117,50.5692627877488,42.7661514633766
"223",223,223,"2013-04-27 17",117.71181,50.48,9.4,0.23,117,51.3462571175114,44.0881568080235
"224",224,224,"2013-04-27 18",117.769096666667,55.0466666666667,9.53333333333333,0.23,117,52.096616760194,45.3472095172109
"225",225,225,"2013-04-27 19",117.811806,51.97,9.5,0.23,117,51.9080716474323,45.0324463399141
"226",226,226,"2013-04-27 20",117.83681,39.58,9.5,0.23,117,51.9080716474323,45.0324463399141
"227",227,227,"2013-04-27 21",117.894096666667,55.1483333333333,9.26666666666667,0.23,117,50.6060118284364,42.829104098836
"228",228,228,"2013-04-27 22",117.936806,55.71,9.14,0.23,117,49.9120318533561,41.6330040251079
"229",229,229,"2013-04-27 23",117.96181,44.51,9.1,0.23,117,49.6947357236136,41.2552882123516
"230",230,230,"2013-04-28 00",118.019096666667,61.5483333333333,8.76666666666667,0.23,118,47.9180280758568,38.1076564393829
"231",231,231,"2013-04-28 01",118.061806,53.06,8.52,0.23,118,46.6417002265048,35.7784089273861
"232",232,232,"2013-04-28 02",118.08681,55.26,8.4,0.23,118,46.0323453789793,34.6452614891173
"233",233,233,"2013-04-28 03",118.144096666667,56.36,7.98333333333333,0.23,118,43.9738456437524,30.7107217729064
"234",234,234,"2013-04-28 04",118.186806,54.178,7.72,0.23,118,42.7176208072878,28.2240926722612
"235",235,235,"2013-04-28 05",118.21181,50.09,7.6,0.23,118,42.1563690660336,27.0909452339924
"236",236,236,"2013-04-28 06",118.269096666667,51.1833333333333,7.28333333333333,0.23,118,40.7082274332935,24.1006950496721
"237",237,237,"2013-04-28 07",118.311806,46.224,7.06,0.23,118,39.7150355087869,21.9917817617831
"238",238,238,"2013-04-28 08",118.33681,29.97,7,0.23,118,39.4520973607393,21.4252080426488
"239",239,239,"2013-04-28 09",118.394096666667,42.0766666666667,7.1,0.23,118,39.891237417411,22.3694975745394
"240",240,240,"2013-04-28 10",118.436806,37.302,7.44,0.23,118,41.4187585716146,25.5800819829675
"241",241,241,"2013-04-28 11",118.46181,26.21,7.6,0.23,118,42.1563690660336,27.0909452339924
"242",242,242,"2013-04-28 12",118.519096666667,49.1183333333333,8.16666666666667,0.23,118,44.8687434306257,32.4419192480393
"243",243,243,"2013-04-28 13",118.561806,51.43,8.94,0.23,118,48.8343660133512,39.7444249613266
"244",244,244,"2013-04-28 14",118.58681,57.2,9.3,0.23,118,50.7901318812505,43.1438672761329
"245",245,245,"2013-04-28 15",118.644096666667,71.045,10.3333333333333,0.23,118,56.8184562040943,52.9015257723355
"246",246,246,"2013-04-28 16",118.686806,62.11,10.78,0.23,118,59.6259080805068,57.1193523481139
"247",247,247,"2013-04-28 17",118.71181,49.26,10.9,0.23,118,60.4019487044846,58.2524997863826
"248",248,248,"2013-04-28 18",118.769096666667,57.5783333333333,10.8833333333333,0.23,118,60.2936036526186,58.0951181977339
"249",249,249,"2013-04-28 19",118.811806,55.436,10.76,0.23,118,59.4974775815164,56.9304944417358
"250",250,250,"2013-04-28 20",118.83681,39,10.7,0.23,118,59.1137357166882,56.3639207226014
"251",251,251,"2013-04-28 21",118.894096666667,63.1133333333333,10.3333333333333,0.23,118,56.8184562040943,52.9015257723355
"252",252,252,"2013-04-28 22",118.9383675,56.265,10,0.22,118,51.455579464611,45.1749957114709
"253",253,253,"2013-04-28 23",118.96181,42.24,9.9,0.22,118,50.9006172101949,44.2307061795803
"254",254,254,"2013-04-29 00",119.015278,53.116,9.52,0.22,119,48.8423830696009,40.642405958396
"255",255,255,"2013-04-29 01",119.061806,51.698,9.3,0.22,119,47.6866123152392,38.5649689882366
"256",256,256,"2013-04-29 02",119.08681,45.63,9.2,0.22,119,47.1697603991873,37.620679456346
"257",257,257,"2013-04-29 03",119.140278,49.64,8.88,0.22,119,45.5508152145142,34.5989529542961
"258",258,258,"2013-04-29 04",119.186806,47.526,8.72,0.22,119,44.7609691544675,33.0880897032711
