"","doy","temp","soilm"
"1","001",1.96636355053986,0.391497428014109
"2","001",1.96636355053986,0.390483189232386
"3","001",1.96636355053986,0.389581643648633
"4","001",1.96636355053986,0.388980613259464
"5","001",1.931124484321,0.388342018470972
"6","001",1.89588541810214,0.387590730484511
"7","001",1.89588541810214,0.387064828893988
"8","001",1.89588541810214,0.386426234105497
"9","001",1.89588541810214,0.385712510518359
"10","001",1.89588541810214,0.384698271736636
"11","001",1.89588541810214,0.384360192142729
"12","001",1.89588541810214,0.383909419350852
"13","001",1.89588541810214,0.383571339756945
"14","001",1.89588541810214,0.383158131364391
"15","001",1.89588541810214,0.382594665374545
"16","001",1.89588541810214,0.382143892582669
"17","001",1.89588541810214,0.381655555391469
"18","001",1.89588541810214,0.381355040196884
"19","001",1.89588541810214,0.380829138606362
"20","001",1.89588541810214,0.380491059012454
"21","001",1.89588541810214,0.380228108217193
"22","001",1.89588541810214,0.379627077828024
"23","001",1.89588541810214,0.379251433834794
"24","001",1.89588541810214,0.378612839046302
"25","002",1.89588541810214,0.37797424425781
"26","002",1.89588541810214,0.377636164663902
"27","002",1.89588541810214,0.37711026307338
"28","002",1.89588541810214,0.376922441076764
"29","002",1.89588541810214,0.37662192588218
"30","002",1.89588541810214,0.376396539486242
"31","002",1.89588541810214,0.375682815899104
"32","002",1.89588541810214,0.37526960750655
"33","002",1.89588541810214,0.374668577117381
"34","002",1.89588541810214,0.374292933124151
"35","002",1.89588541810214,0.374180239926182
"36","002",1.89588541810214,0.373767031533628
"37","002",1.89588541810214,0.37354164513769
"38","002",1.89588541810214,0.373166001144459
"39","002",1.89588541810214,0.373128436745136
"40","002",1.89588541810214,0.372978179147844
"41","002",1.89588541810214,0.372452277557321
"42","002",1.89588541810214,0.372076633564091
"43","002",1.89588541810214,0.371851247168152
"44","002",1.89588541810214,0.371588296372891
"45","002",1.89588541810214,0.371062394782368
"46","002",1.89588541810214,0.370724315188461
"47","002",1.89588541810214,0.370611621990492
"48","002",1.89588541810214,0.370273542396584
"49","003",1.89588541810214,0.369785205205384
"50","003",1.89588541810214,0.3694846900108
"51","003",1.89588541810214,0.369221739215539
"52","003",1.89588541810214,0.368733402024339
"53","003",1.89588541810214,0.368545580027724
"54","003",1.89588541810214,0.368094807235847
"55","003",1.89588541810214,0.367982114037878
"56","003",1.89588541810214,0.367681598843294
"57","003",1.89588541810214,0.367456212447355
"58","003",1.89588541810214,0.366967875256156
"59","003",1.89588541810214,0.366855182058186
"60","003",1.89588541810214,0.366742488860217
"61","003",1.89588541810214,0.366329280467664
"62","003",1.89588541810214,0.366066329672402
"63","003",1.89588541810214,0.365803378877141
"64","003",1.89588541810214,0.365502863682556
"65","003",1.89588541810214,0.365315041685941
"66","003",1.89588541810214,0.36505209089068
"67","003",1.89588541810214,0.364714011296772
"68","003",1.89588541810214,0.364375931702865
"69","003",1.89588541810214,0.364225674105573
"70","003",1.89588541810214,0.364075416508281
"71","003",1.89588541810214,0.363737336914373
"72","003",1.89588541810214,0.363511950518435
"73","004",1.89588541810214,0.36332412852182
"74","004",1.89588541810214,0.363023613327235
"75","004",1.89588541810214,0.36283579133062
"76","004",1.89588541810214,0.362385018538743
"77","004",1.89588541810214,0.362234760941451
"78","004",1.89588541810214,0.361896681347543
"79","004",1.89588541810214,0.361708859350928
"80","004",1.89588541810214,0.36148347295499
"81","004",1.89588541810214,0.361145393361082
"82","004",1.89588541810214,0.361107828961759
"83","004",1.89588541810214,0.360844878166498
"84","004",1.89588541810214,0.360732184968529
"85","004",1.89588541810214,0.360469234173267
"86","004",1.89588541810214,0.360356540975298
"87","004",1.89588541810214,0.360243847777329
"88","004",1.89588541810214,0.360168718978683
"89","004",1.89588541810214,0.359830639384776
"90","004",1.89588541810214,0.35964281738816
"91","004",1.89588541810214,0.359492559790868
"92","004",1.89588541810214,0.359342302193576
