"","doy","temp","soilm"
"1","001",1.96636355053986,0.234149742801413
"2","001",1.96636355053986,0.234048318923241
"3","001",1.96636355053986,0.233958164364866
"4","001",1.96636355053986,0.233898061325949
"5","001",1.931124484321,0.2338342018471
"6","001",1.89588541810214,0.233759073048454
"7","001",1.89588541810214,0.233706482889401
"8","001",1.89588541810214,0.233642623410552
"9","001",1.89588541810214,0.233571251051838
"10","001",1.89588541810214,0.233469827173666
"11","001",1.89588541810214,0.233436019214275
"12","001",1.89588541810214,0.233390941935088
"13","001",1.89588541810214,0.233357133975697
"14","001",1.89588541810214,0.233315813136442
"15","001",1.89588541810214,0.233259466537457
"16","001",1.89588541810214,0.233214389258269
"17","001",1.89588541810214,0.233165555539149
"18","001",1.89588541810214,0.233135504019691
"19","001",1.89588541810214,0.233082913860639
"20","001",1.89588541810214,0.233049105901248
"21","001",1.89588541810214,0.233022810821722
"22","001",1.89588541810214,0.232962707782805
"23","001",1.89588541810214,0.232925143383482
"24","001",1.89588541810214,0.232861283904633
"25","002",1.89588541810214,0.232797424425783
"26","002",1.89588541810214,0.232763616466393
"27","002",1.89588541810214,0.23271102630734
"28","002",1.89588541810214,0.232692244107679
"29","002",1.89588541810214,0.23266219258822
"30","002",1.89588541810214,0.232639653948627
"31","002",1.89588541810214,0.232568281589913
"32","002",1.89588541810214,0.232526960750657
"33","002",1.89588541810214,0.232466857711741
"34","002",1.89588541810214,0.232429293312418
"35","002",1.89588541810214,0.232418023992621
"36","002",1.89588541810214,0.232376703153365
"37","002",1.89588541810214,0.232354164513771
"38","002",1.89588541810214,0.232316600114448
"39","002",1.89588541810214,0.232312843674516
"40","002",1.89588541810214,0.232297817914787
"41","002",1.89588541810214,0.232245227755735
"42","002",1.89588541810214,0.232207663356412
"43","002",1.89588541810214,0.232185124716818
"44","002",1.89588541810214,0.232158829637292
"45","002",1.89588541810214,0.232106239478239
"46","002",1.89588541810214,0.232072431518849
"47","002",1.89588541810214,0.232061162199052
"48","002",1.89588541810214,0.232027354239661
"49","003",1.89588541810214,0.231978520520541
"50","003",1.89588541810214,0.231948469001082
"51","003",1.89588541810214,0.231922173921556
"52","003",1.89588541810214,0.231873340202436
"53","003",1.89588541810214,0.231854558002775
"54","003",1.89588541810214,0.231809480723587
"55","003",1.89588541810214,0.23179821140379
"56","003",1.89588541810214,0.231768159884332
"57","003",1.89588541810214,0.231745621244738
"58","003",1.89588541810214,0.231696787525618
"59","003",1.89588541810214,0.231685518205821
"60","003",1.89588541810214,0.231674248886024
"61","003",1.89588541810214,0.231632928046769
"62","003",1.89588541810214,0.231606632967243
"63","003",1.89588541810214,0.231580337887717
"64","003",1.89588541810214,0.231550286368258
"65","003",1.89588541810214,0.231531504168597
"66","003",1.89588541810214,0.23150520908907
"67","003",1.89588541810214,0.23147140112968
"68","003",1.89588541810214,0.231437593170289
"69","003",1.89588541810214,0.23142256741056
"70","003",1.89588541810214,0.231407541650831
"71","003",1.89588541810214,0.23137373369144
"72","003",1.89588541810214,0.231351195051846
"73","004",1.89588541810214,0.231332412852184
"74","004",1.89588541810214,0.231302361332726
"75","004",1.89588541810214,0.231283579133064
"76","004",1.89588541810214,0.231238501853877
"77","004",1.89588541810214,0.231223476094148
"78","004",1.89588541810214,0.231189668134757
"79","004",1.89588541810214,0.231170885935095
"80","004",1.89588541810214,0.231148347295501
"81","004",1.89588541810214,0.231114539336111
"82","004",1.89588541810214,0.231110782896178
"83","004",1.89588541810214,0.231084487816652
"84","004",1.89588541810214,0.231073218496855
"85","004",1.89588541810214,0.231046923417329
"86","004",1.89588541810214,0.231035654097532
