"","m","x","y"
"351",0.21,10.6,0.0004075
"352",0.21,10.6,0.0004075
"353",0.21,10.6,0.0004075
"354",0.21,10.6,0.0004075
"355",0.21,10.6,0.0004075
"356",0.21,10.6,0.0004075
"357",0.21,10.6,0.0004075
"358",0.21,10.6,0.0004075
"359",0.21,10.6,0.0004075
"360",0.21,10.6,0.0004075
"361",0.21,10.6,0.00044
"362",0.21,10.6,0.00044
"363",0.21,10.6,0.00044
"364",0.21,10.6,0.00044
"365",0.21,10.6,0.00044
"366",0.21,10.6,0.00044
"367",0.21,10.6,0.00044
"368",0.21,10.6,0.00044
"369",0.21,10.6,0.00044
"370",0.21,10.6,0.00044
"371",0.21,10.6,0.00044
"372",0.21,10.6,0.00044
"373",0.21,10.6,0.00044
"374",0.21,10.6,0.00044
"375",0.21,10.6,0.00044
"376",0.21,10.6,0.00044
"377",0.21,10.6,0.00044
"378",0.21,10.6,0.00044
"379",0.21,10.6,0.00044
"380",0.21,10.6,0.00044
"381",0.21,10.6,0.00044
"382",0.21,10.6,0.00044
"383",0.21,10.6,0.00044
"384",0.21,10.6,0.00044
"385",0.21,10.7,0.00046125
"386",0.21,10.7,0.00046125
"387",0.21,10.7,0.00046125
"388",0.21,10.7,0.00046125
"389",0.21,10.7,0.00046125
"390",0.21,10.7,0.00046125
"391",0.21,10.7,0.00046125
"392",0.21,10.7,0.00046125
"393",0.21,10.7,0.00046125
"394",0.21,10.7,0.00046125
"395",0.21,10.7,0.00046125
"396",0.21,10.7,0.00046125
"397",0.21,10.7,0.00046125
"398",0.21,10.7,0.00046125
"399",0.21,10.7,0.00046125
"400",0.21,10.7,0.00046125
"401",0.21,10.7,0.00046125
"402",0.21,10.7,0.00046125
"403",0.21,10.7,0.00046125
"404",0.21,10.7,0.00046125
"405",0.21,10.7,0.00046125
"406",0.21,10.7,0.00046125
"407",0.21,10.7,0.00046125
"408",0.21,10.7,0.00046125
"409",0.2,10.2,0.000441666666666667
"410",0.2,10.2,0.000441666666666667
"411",0.2,10.2,0.000441666666666667
"412",0.2,10.2,0.000441666666666667
"413",0.2,10.2,0.000441666666666667
"414",0.2,10.2,0.000441666666666667
"415",0.2,10.2,0.000441666666666667
"416",0.2,10.2,0.000441666666666667
"417",0.2,10.2,0.000441666666666667
"418",0.2,10.2,0.000441666666666667
"419",0.2,10.2,0.000441666666666667
"420",0.2,10.2,0.000441666666666667
"421",0.2,10.2,0.000441666666666667
"422",0.2,10.2,0.000441666666666667
"423",0.2,10.2,0.000441666666666667
"424",0.2,10.2,0.000441666666666667
"425",0.2,10.2,0.000441666666666667
"426",0.2,10.2,0.000441666666666667
"427",0.2,10.2,0.000441666666666667
"428",0.2,10.2,0.000441666666666667
"429",0.2,10.2,0.000441666666666667
"430",0.2,10.2,0.000441666666666667
"431",0.2,10.2,0.000441666666666667
"432",0.2,10.2,0.000441666666666667
"433",0.2,10.4,0.000465
"434",0.2,10.4,0.000465
"435",0.2,10.4,0.000465
"436",0.2,10.4,0.000465
"437",0.2,10.4,0.000465
"438",0.2,10.4,0.000465
"439",0.2,10.4,0.000465
"440",0.2,10.4,0.000465
"441",0.2,10.4,0.000465
"442",0.2,10.4,0.000465
"443",0.2,10.4,0.000465
"444",0.2,10.4,0.000465
"445",0.2,10.4,0.000465
"446",0.2,10.4,0.000465
"447",0.2,10.4,0.000465
"448",0.2,10.4,0.000465
"449",0.2,10.4,0.000465
"450",0.2,10.4,0.000465
"451",0.2,10.4,0.000465
"452",0.2,10.4,0.000465
"453",0.2,10.4,0.000465
"454",0.2,10.4,0.000465
"455",0.2,10.4,0.000465
"456",0.2,10.4,0.000465
"457",0.2,11.4,0.000476666666666667
"458",0.2,11.4,0.000476666666666667
"459",0.2,11.4,0.000476666666666667
"460",0.2,11.4,0.000476666666666667
"461",0.2,11.4,0.000476666666666667
"462",0.2,11.4,0.000476666666666667
"463",0.2,11.4,0.000476666666666667
"464",0.2,11.4,0.000476666666666667
"465",0.2,11.4,0.000476666666666667
"466",0.2,11.4,0.000476666666666667
"467",0.2,11.4,0.000476666666666667
"468",0.2,11.4,0.000476666666666667
"469",0.2,11.4,0.000476666666666667
"470",0.2,11.4,0.000476666666666667
"471",0.2,11.4,0.000476666666666667
"472",0.2,11.4,0.000476666666666667
"473",0.2,11.4,0.000476666666666667
"474",0.2,11.4,0.000476666666666667
"475",0.2,11.4,0.000476666666666667
"476",0.2,11.4,0.000476666666666667
"477",0.2,11.4,0.000476666666666667
"478",0.2,11.4,0.000476666666666667
"479",0.2,11.4,0.000476666666666667
"480",0.2,11.4,0.000476666666666667
"481",0.2,12.3,0.000629166666666667
"482",0.2,12.3,0.000629166666666667
"483",0.2,12.3,0.000629166666666667
"484",0.2,12.3,0.000629166666666667
"485",0.2,12.3,0.000629166666666667
"486",0.2,12.3,0.000629166666666667
"487",0.2,12.3,0.000629166666666667
"488",0.2,12.3,0.000629166666666667
"489",0.2,12.3,0.000629166666666667
"490",0.2,12.3,0.000629166666666667
"491",0.2,12.3,0.000629166666666667
"492",0.2,12.3,0.000629166666666667
"493",0.2,12.3,0.000629166666666667
"494",0.2,12.3,0.000629166666666667
"495",0.2,12.3,0.000629166666666667
"496",0.2,12.3,0.000629166666666667
"497",0.2,12.3,0.000629166666666667
"498",0.2,12.3,0.000629166666666667
"499",0.2,12.3,0.000629166666666667
"500",0.2,12.3,0.000629166666666667
"501",0.2,12.3,0.000629166666666667
"502",0.2,12.3,0.000629166666666667
"503",0.2,12.3,0.000629166666666667
"504",0.2,12.3,0.000629166666666667
"505",0.2,12.3,0.00090125
"506",0.2,12.3,0.00090125
"507",0.2,12.3,0.00090125
"508",0.2,12.3,0.00090125
"509",0.2,12.3,0.00090125
"510",0.2,12.3,0.00090125
"511",0.2,12.3,0.00090125
"512",0.2,12.3,0.00090125
"513",0.2,12.3,0.00090125
"514",0.2,12.3,0.00090125
"515",0.2,12.3,0.00090125
"516",0.2,12.3,0.00090125
"517",0.2,12.3,0.00090125
"518",0.2,12.3,0.00090125
"519",0.2,12.3,0.00090125
"520",0.2,12.3,0.00090125
"521",0.2,12.3,0.00090125
"522",0.2,12.3,0.00090125
"523",0.2,12.3,0.00090125
"524",0.2,12.3,0.00090125
"525",0.2,12.3,0.00090125
"526",0.2,12.3,0.00090125
"527",0.2,12.3,0.00090125
"528",0.2,12.3,0.00090125
"529",0.2,13.2,0.000870833333333333
"530",0.2,13.2,0.000870833333333333
"531",0.2,13.2,0.000870833333333333
"532",0.2,13.2,0.000870833333333333
"533",0.2,13.2,0.000870833333333333
"534",0.2,13.2,0.000870833333333333
"535",0.2,13.2,0.000870833333333333
"536",0.2,13.2,0.000870833333333333
"537",0.2,13.2,0.000870833333333333
"538",0.2,13.2,0.000870833333333333
"539",0.2,13.2,0.000870833333333333
"540",0.2,13.2,0.000870833333333333
"541",0.2,13.2,0.000870833333333333
"542",0.2,13.2,0.000870833333333333
"543",0.2,13.2,0.000870833333333333
"544",0.2,13.2,0.000870833333333333
"545",0.2,13.2,0.000870833333333333
"546",0.2,13.2,0.000870833333333333
"547",0.2,13.2,0.000870833333333333
"548",0.2,13.2,0.000870833333333333
"549",0.2,13.2,0.000870833333333333
"550",0.2,13.2,0.000870833333333333
"551",0.2,13.2,0.000870833333333333
"552",0.2,13.2,0.000870833333333333
"553",0.2,13.3,0.000802083333333333
"554",0.2,13.3,0.000802083333333333
"555",0.2,13.3,0.000802083333333333
"556",0.2,13.3,0.000802083333333333
"557",0.2,13.3,0.000802083333333333
"558",0.2,13.3,0.000802083333333333
"559",0.2,13.3,0.000802083333333333
"560",0.2,13.3,0.000802083333333333
"561",0.2,13.3,0.000802083333333333
"562",0.2,13.3,0.000802083333333333
"563",0.2,13.3,0.000802083333333333
"564",0.2,13.3,0.000802083333333333
"565",0.2,13.3,0.000802083333333333
"566",0.2,13.3,0.000802083333333333
"567",0.2,13.3,0.000802083333333333
"568",0.2,13.3,0.000802083333333333
"569",0.2,13.3,0.000802083333333333
"570",0.2,13.3,0.000802083333333333
"571",0.2,13.3,0.000802083333333333
"572",0.2,13.3,0.000802083333333333
"573",0.2,13.3,0.000802083333333333
"574",0.2,13.3,0.000802083333333333
"575",0.2,13.3,0.000802083333333333
"576",0.2,13.3,0.000802083333333333
"577",0.21,12.9,0.000895416666666667
"578",0.21,12.9,0.000895416666666667
"579",0.21,12.9,0.000895416666666667
"580",0.21,12.9,0.000895416666666667
"581",0.21,12.9,0.000895416666666667
"582",0.21,12.9,0.000895416666666667
"583",0.21,12.9,0.000895416666666667
"584",0.21,12.9,0.000895416666666667
"585",0.21,12.9,0.000895416666666667
"586",0.21,12.9,0.000895416666666667
"587",0.21,12.9,0.000895416666666667
"588",0.21,12.9,0.000895416666666667
"589",0.21,12.9,0.000895416666666667
"590",0.21,12.9,0.000895416666666667
"591",0.21,12.9,0.000895416666666667
"592",0.21,12.9,0.000895416666666667
"593",0.21,12.9,0.000895416666666667
"594",0.21,12.9,0.000895416666666667
"595",0.21,12.9,0.000895416666666667
"596",0.21,12.9,0.000895416666666667
"597",0.21,12.9,0.000895416666666667
"598",0.21,12.9,0.000895416666666667
"599",0.21,12.9,0.000895416666666667
"600",0.21,12.9,0.000895416666666667
"601",0.21,10.2,0.000590416666666667
"602",0.21,10.2,0.000590416666666667
"603",0.21,10.2,0.000590416666666667
"604",0.21,10.2,0.000590416666666667
"605",0.21,10.2,0.000590416666666667
"606",0.21,10.2,0.000590416666666667
"607",0.21,10.2,0.000590416666666667
"608",0.21,10.2,0.000590416666666667
"609",0.21,10.2,0.000590416666666667
"610",0.21,10.2,0.000590416666666667
"611",0.21,10.2,0.000590416666666667
"612",0.21,10.2,0.000590416666666667
"613",0.21,10.2,0.000590416666666667
"614",0.21,10.2,0.000590416666666667
"615",0.21,10.2,0.000590416666666667
"616",0.21,10.2,0.000590416666666667
"617",0.21,10.2,0.000590416666666667
"618",0.21,10.2,0.000590416666666667
"619",0.21,10.2,0.000590416666666667
"620",0.21,10.2,0.000590416666666667
"621",0.21,10.2,0.000590416666666667
"622",0.21,10.2,0.000590416666666667
"623",0.21,10.2,0.000590416666666667
"624",0.21,10.2,0.000590416666666667
"625",0.2,11,0.00058125
"626",0.2,11,0.00058125
"627",0.2,11,0.00058125
"628",0.2,11,0.00058125
"629",0.2,11,0.00058125
"630",0.2,11,0.00058125
"631",0.2,11,0.00058125
"632",0.2,11,0.00058125
"633",0.2,11,0.00058125
"634",0.2,11,0.00058125
"635",0.2,11,0.00058125
"636",0.2,11,0.00058125
"637",0.2,11,0.00058125
"638",0.2,11,0.00058125
"639",0.2,11,0.00058125
"640",0.2,11,0.00058125
"641",0.2,11,0.00058125
"642",0.2,11,0.00058125
"643",0.2,11,0.00058125
"644",0.2,11,0.00058125
"645",0.2,11,0.00058125
"646",0.2,11,0.00058125
"647",0.2,11,0.00058125
"648",0.2,11,0.00058125
"649",0.2,11.9,0.000559583333333333
"650",0.2,11.9,0.000559583333333333
"651",0.2,11.9,0.000559583333333333
"652",0.2,11.9,0.000559583333333333
"653",0.2,11.9,0.000559583333333333
"654",0.2,11.9,0.000559583333333333
"655",0.2,11.9,0.000559583333333333
"656",0.2,11.9,0.000559583333333333
"657",0.2,11.9,0.000559583333333333
"658",0.2,11.9,0.000559583333333333
"659",0.2,11.9,0.000559583333333333
"660",0.2,11.9,0.000559583333333333
"661",0.2,11.9,0.000559583333333333
"662",0.2,11.9,0.000559583333333333
"663",0.2,11.9,0.000559583333333333
"664",0.2,11.9,0.000559583333333333
"665",0.2,11.9,0.000559583333333333
"666",0.2,11.9,0.000559583333333333
"667",0.2,11.9,0.000559583333333333
"668",0.2,11.9,0.000559583333333333
"669",0.2,11.9,0.000559583333333333
"670",0.2,11.9,0.000559583333333333
"671",0.2,11.9,0.000559583333333333
"672",0.2,11.9,0.000559583333333333
"673",0.2,12.7,0.000550833333333333
"674",0.2,12.7,0.000550833333333333
"675",0.2,12.7,0.000550833333333333
"676",0.2,12.7,0.000550833333333333
"677",0.2,12.7,0.000550833333333333
"678",0.2,12.7,0.000550833333333333
"679",0.2,12.7,0.000550833333333333
"680",0.2,12.7,0.000550833333333333
"681",0.2,12.7,0.000550833333333333
"682",0.2,12.7,0.000550833333333333
"683",0.2,12.7,0.000550833333333333
"684",0.2,12.7,0.000550833333333333
"685",0.2,12.7,0.000550833333333333
"686",0.2,12.7,0.000550833333333333
"687",0.2,12.7,0.000550833333333333
"688",0.2,12.7,0.000550833333333333
"689",0.2,12.7,0.000550833333333333
"690",0.2,12.7,0.000550833333333333
"691",0.2,12.7,0.000550833333333333
"692",0.2,12.7,0.000550833333333333
"693",0.2,12.7,0.000550833333333333
"694",0.2,12.7,0.000550833333333333
"695",0.2,12.7,0.000550833333333333
"696",0.2,12.7,0.000550833333333333
"697",0.2,11.7,0.00060125
"698",0.2,11.7,0.00060125
"699",0.2,11.7,0.00060125
"700",0.2,11.7,0.00060125
"701",0.2,11.7,0.00060125
"702",0.2,11.7,0.00060125
"703",0.2,11.7,0.00060125
"704",0.2,11.7,0.00060125
"705",0.2,11.7,0.00060125
"706",0.2,11.7,0.00060125
"707",0.2,11.7,0.00060125
"708",0.2,11.7,0.00060125
"709",0.2,11.7,0.00060125
"710",0.2,11.7,0.00060125
"711",0.2,11.7,0.00060125
"712",0.2,11.7,0.00060125
"713",0.2,11.7,0.00060125
"714",0.2,11.7,0.00060125
"715",0.2,11.7,0.00060125
"716",0.2,11.7,0.00060125
"717",0.2,11.7,0.00060125
"718",0.2,11.7,0.00060125
"719",0.2,11.7,0.00060125
"720",0.2,11.7,0.00060125
"721",0.2,11.2,0.000595
"722",0.2,11.2,0.000595
"723",0.2,11.2,0.000595
"724",0.2,11.2,0.000595
"725",0.2,11.2,0.000595
"726",0.2,11.2,0.000595
"727",0.2,11.2,0.000595
"728",0.2,11.2,0.000595
"729",0.2,11.2,0.000595
"730",0.2,11.2,0.000595
"731",0.2,11.2,0.000595
"732",0.2,11.2,0.000595
"733",0.2,11.2,0.000595
"734",0.2,11.2,0.000595
"735",0.2,11.2,0.000595
"736",0.2,11.2,0.000595
"737",0.2,11.2,0.000595
"738",0.2,11.2,0.000595
"739",0.2,11.2,0.000595
"740",0.2,11.2,0.000595
"741",0.2,11.2,0.000595
"742",0.2,11.2,0.000595
"743",0.2,11.2,0.000595
"744",0.2,11.2,0.000595
"745",0.19,11.5,0.000702083333333333
"746",0.19,11.5,0.000702083333333333
"747",0.19,11.5,0.000702083333333333
